pH,TDS_mg_L,Turbidity_NTU,Hardness_mg_L,Nitrates_mg_L,Fluoride_mg_L,Iron_mg_L,Total_Coliform_MPN,Ecoli_MPN,Lead_ppb,Arsenic_ppb,potable_label
8.33,1923,4.6,573,44.41,1.41,0.96,0,,9.5,9.4,1
10.34,1684,0,426,31.45,2.19,2.01,35,10,4.2,29.8,0
8.38,1959,4.8,582,43.67,1.43,0.96,0,0,9.6,9.3,1
5.5,1329,4.4,450,30.08,3.43,2.9,32,12,17.7,29.7,0
5.79,1886,0,373,48.49,2.42,2.15,32,8,8.9,24.9,0
8.48,1966,4.8,579,43.87,1.43,0.94,0,0,9.4,9.5,1
3.45,1018,4,47,36.5,1.79,0,29,12,6.7,17.9,0
7.15,176,0.5,92,17.48,0.41,0.13,0,0,1.5,1.7,0
8.35,1970,4.7,592,44.66,1.45,0.96,0,0,9.8,9.1,1
7.33,292,0.3,97,8.17,0.47,0.12,0,0,0.8,1.9,1
9.71,1329,9.8,571,59.84,1.83,4.73,22,12,23.6,2.7,0
8.5,1930,4.7,571,44.24,1.45,0.92,0,0,9.4,9.7,1
8.56,1480,0,376,44.42,1.27,0,38,,35.6,16.3,0
8.13,2420,3.9,445,58.91,2.7,2.98,26,9,7.8,15.8,0
5.4,1238,12.1,737,40.09,1.91,1.36,,,18.6,13.7,0
7.1,1703,8.1,423,43.94,1.5,3.08,21,15,15.6,23.4,0
5.87,1496,0,24,62.96,2.49,0,24,7,31.3,21.4,0
4.75,1372,1.9,0,33.87,2.86,3.21,30,6,25.4,20.2,0
7.82,1997,7.2,521,85.54,2.52,4.24,28,13,12.6,10,0
9.91,1112,1,541,34.85,2.64,3.24,37,10,14.2,32.8,0
9.14,656,7.9,292,70.36,2.39,3.52,34,,4.8,27.3,0
5.81,2786,10.8,487,47.02,1.09,2.67,41,5,4.7,18.1,0
7.12,1300,8.2,420,44.59,2.26,2.35,30,12,16,22.5,0
7.38,225,0.7,89,5.34,0.39,0.02,0,0,0.5,2.2,1
6.4,1814,0,532,38.01,3.01,0.2,,7,26.5,22.6,0
8.43,1939,4.9,596,44.42,1.44,0.93,0,0,9.2,9.3,1
10.73,2255,5.6,372,53.1,2.38,2.73,23,6,14.7,23.4,0
10.08,1858,11.7,303,27.75,0.15,0.8,37,13,20.7,35.3,0
8.67,1620,5,75,38.58,0.84,0.34,29,10,18.4,20.4,0
6.36,1102,9.7,312,47.87,0.73,1.93,33,6,9.9,18.1,0
8.45,1969,4.8,573,43.82,1.44,0.93,0,0,9.5,9.3,1
9.86,2212,9.9,251,46.84,1.45,1.75,25,9,21.6,1.3,0
8.36,1964,4.6,569,44.08,1.44,0.95,0,0,9.5,9.5,1
8.53,958,8.7,708,67.83,2.21,3.88,38,10,13,19.2,0
5.74,2354,10.8,494,33.19,2.54,2.85,25,8,32,20,0
3.56,789,8.1,508,79.33,2.8,3.28,29,16,26.3,9.2,0
7.45,216,0.7,102,10.04,0.44,0.13,0,0,1.4,1,1
8.51,1744,4.2,412,35.93,2.47,1.98,32,4,15.1,12.5,0
5.43,1678,5.3,498,20.86,2.03,2.47,22,14,21.3,0,0
4.45,1191,6.9,814,21.12,1.34,2.83,39,12,20.2,31.5,0
3.15,2344,4.8,876,42.04,2.74,4.44,23,17,18,23.7,0
8.77,1673,12,91,27.29,0.58,2.37,23,9,0.4,16.3,0
4.08,2021,8.9,247,23.04,1.43,1.54,34,5,3.8,13.4,0
8.36,1942,4.8,565,43.86,1.47,0.95,0,0,9.5,9.8,1
5.99,880,2.3,407,39.52,3.54,4.28,27,,9.3,3.4,0
12.1,1296,7.2,280,73.43,1.56,1.53,30,11,8,11.5,0
5.49,1518,2,61,53.45,2.12,2.77,28,13,5.9,21,0
8.44,1954,4.8,566,44.04,1.46,0.9,0,0,10,9.4,1
7.47,236,0.3,74,9.65,0.38,0.15,0,0,2.2,2,1
8.74,2116,6.5,505,69.03,0.16,2.24,25,,12.8,19.4,0
4.54,797,5.8,314,53.94,3.2,3.07,38,13,12.1,16.7,0
8.36,1954,4.8,591,44.83,1.45,0.96,0,0,9.2,9.6,1
9.29,1176,4.9,447,38.18,1.99,3.21,29,4,37.1,21.2,0
8.82,1954,0.1,648,48.95,2.51,1.81,28,11,19.1,3.9,0
10.47,1171,7.9,579,48.22,0.99,3.76,31,9,22,22.9,0
6.01,770,10.8,496,82.59,1.07,1.12,37,11,10.8,18.1,0
9.05,1819,8,64,41.92,1.88,2.49,29,6,8.7,33.6,0
5.53,624,7.9,71,38.83,2.73,2.49,33,,0.2,15,0
3.37,2516,8.5,788,75.57,3.86,2.72,,9,8.1,25.5,0
8.32,1967,4.9,591,44.56,1.44,0.94,0,0,9.6,9.4,1
7.3,1473,10.2,469,16.27,1.77,1.69,31,9,9,20.9,0
10.28,884,2.1,200,54.14,0.42,1.27,42,13,13,30.2,0
7.88,242,0.6,101,8.78,0.36,0.13,0,0,2.1,2.5,1
8.42,1981,4.9,600,43.32,1.46,0.93,0,0,9,9.4,1
5.48,349,10.8,707,47.92,1.96,1.98,39,10,16,0.3,0
8.44,2000,5,583,43.9,1.45,0.99,0,0,9.5,9.5,1
3.61,1918,4,159,24.18,2.58,3.01,28,9,17,5.7,0
6.5,1440,9.3,697,74.06,2.48,3.13,37,9,4.6,31.9,0
8.65,1216,7,459,3.99,2.09,5.25,31,2,13.8,33.8,0
7.34,238,0.6,107,2.32,0.45,0.11,0,0,1.5,0.3,0
10.72,1504,10.3,63,65.56,2.15,3.91,25,10,14.9,0,0
8.26,1594,9,0,43.37,2.81,2.64,23,8,11.1,0,0
6.11,1195,3.8,538,62.74,2.73,0,41,11,17,21.2,0
2.35,2182,7.3,546,17.77,0.18,0.98,29,14,7.1,14.9,0
5.49,2059,11.2,639,45.41,1.02,3.46,27,10,33.3,16.7,0
4.78,548,9.4,513,33.39,0.99,1.96,29,15,2.1,17.8,0
6.15,1400,2.2,518,48.14,0.48,4.48,31,7,3.5,12.4,0
3.77,1346,6.4,400,62.6,1.57,3.28,35,,21.4,23.6,0
6.12,993,3.3,173,44.29,2.3,2.77,31,,16.1,28.7,0
7.72,258,0.7,113,10.08,0.68,0.07,0,0,0.6,1.7,1
6.2,0,4.1,603,70.47,3.32,1.9,37,9,24.4,19.8,0
8.31,1968,4.8,580,43.63,1.46,0.94,0,0,9.4,9.7,1
7.43,2834,1.1,217,49.52,1.49,1.32,29,8,16.1,12.3,0
7.71,1899,8.8,99,61.43,2.11,2.57,32,10,27.4,14.2,0
8.58,1967,0,496,40.78,2.17,2.07,,11,0,1.9,0
7.51,41,0.4,123,6.05,0.33,0.07,0,0,3,1.7,1
5.64,1773,7.7,463,51.84,2.74,4.66,34,10,31.3,2.3,0
6.9,1632,10.3,331,53.85,2.63,1.79,24,9,7,21,0
8.31,1986,4.7,590,45,1.46,0.95,0,,9.2,9.5,1
8.47,1700,9,36,11.71,1.92,4.91,42,9,18.9,11.3,0
8.39,1922,4.7,579,43.88,1.43,0.93,0,0,9.6,9.5,1
8.56,1812,4,639,52.72,1.67,3.84,33,6,14.5,2.1,0
7.38,186,0.5,120,2.83,0.38,0.05,0,0,2,1.1,1
3.58,1383,0,270,17.44,2.2,1.66,,5,10.6,1.8,0
7.3,238,0.8,112,7.25,0.3,0.11,0,0,2.1,1.9,1
4.46,1393,1.3,281,38.53,1.44,1.63,27,13,14.5,16.4,0
8.31,1925,4.8,574,44.22,1.47,0.91,0,,9.5,9.5,1
4.46,2168,0.6,602,39.33,2.41,2.09,32,,0,18.6,0
12.8,1461,6,437,79.44,0.43,2.76,20,12,18.1,19,0
5.65,852,2.5,342,11.41,1.88,4.47,33,11,23.7,20.7,0
0.12,1649,9.4,371,69.39,3.4,0.72,30,11,7,12.7,0
8.42,1960,4.8,576,44.27,1.46,0.93,0,0,9.4,9.7,1
4.09,1506,10.9,396,48.28,1.15,0,29,9,3,12.1,0
6.62,634,0.2,662,36.5,0.87,2.89,30,12,14.3,22.1,0
6.62,1518,2.5,712,44.39,3.06,1.12,26,11,19.3,9.2,0
7.44,229,0.6,120,6.29,0.33,0.06,0,,2.4,2.1,1
7.09,1266,1.8,237,52.99,2.74,0.38,26,13,19,23.4,0
6.68,1530,11.5,162,57.19,1.58,0.63,25,,3.9,19.4,0
5.8,1587,2.3,382,18.85,3.27,1.64,25,10,10,14.2,0
7.39,2394,6.6,344,45.84,3.25,3.37,18,11,12.5,35.3,0
2.6,1791,7.1,332,41.23,1.39,1.97,19,13,12.6,38.7,0
6.31,1477,0.8,402,0,0.78,2.93,29,8,21.1,28.4,0
5.94,2575,0.5,480,39.07,0,1.89,42,7,9.2,0,0
1.37,1814,3,218,71.72,3.84,0.98,21,13,10.7,19.5,0
4.74,845,7.4,536,54.59,1.87,2.83,31,10,1.3,4,0
9.29,2271,1.6,385,36.31,2.81,3.02,25,6,23.8,20.1,0
4.26,1680,9.9,376,20.42,2.25,2.85,38,14,0,10.1,0
6.42,1566,2,534,39.75,1.22,1.12,29,13,9.3,14.5,0
8.75,907,8.8,543,29.35,3.56,2.02,26,11,27.3,19.6,0
7.45,262,0.2,50,17.33,0.49,0.12,0,0,0.2,3.5,1
14.14,566,3.8,534,31.76,1.38,4.93,21,11,11.6,34.8,0
5.41,2193,6.5,623,31.28,4.32,0.43,27,8,18,23.5,0
8.43,1970,4.8,582,43.89,1.47,0.92,0,0,9.5,9.7,1
8.36,1966,4.8,559,45,1.44,0.99,,,9.6,9.5,1
8.41,1934,4.5,566,44.25,1.45,0.93,0,0,9.5,9.5,1
6.05,999,7.5,322,58.51,0.72,1.73,26,10,13.9,9.6,0
8.42,1947,4.9,574,44.6,1.44,0.98,,0,9.6,9.4,1
9.61,1404,5,359,51.78,1.85,4.03,26,10,33.9,17.1,0
8.65,1738,5,355,61.74,1.91,1.8,24,12,25,0,0
4.78,1249,3.5,578,57.27,2.2,4.52,32,9,31,27,0
0.53,1934,2,347,52.73,1.35,1.36,33,7,9.3,17.6,0
9.36,805,9.4,509,53.31,1.46,2.5,31,8,38,11.5,0
9.72,607,0,445,47.24,2.29,1.21,23,12,4.2,29.9,0
3.15,677,8.6,137,24.65,0.81,4.19,,15,14.7,19.8,0
7.18,1658,5.9,245,20.55,1.45,1.88,21,10,8,4.2,0
7.73,154,0.7,90,4.05,0.19,0,0,0,0,2,1
8.37,1939,4.6,583,43.87,1.42,0.97,,0,9.3,9.4,1
7.44,216,0.6,126,13.06,0.26,0.09,0,0,3.2,1.7,1
8.42,1910,5,579,44.22,1.44,0.92,0,0,9.6,9.5,1
8.38,1942,4.8,588,43.06,1.49,0.94,0,0,9.3,9.7,1
8.44,1932,4.7,587,43.74,1.46,0.95,0,0,9.3,9.5,1
7.68,120,0.2,141,13.93,0.4,0.1,0,0,2,1.6,1
7.6,143,0.4,136,10.34,0.36,0.11,0,0,1.7,0,1
5.95,2044,5.6,460,62.96,3.17,1.26,22,,16,37,0
8.5,1958,4.9,586,43.82,1.47,0.98,0,0,9.6,9.3,1
5.54,2076,14.7,263,28.99,1.93,3.07,36,4,16.1,8.6,0
4.96,1522,6,289,50.23,2.91,2.17,36,6,23.8,26.9,0
12.91,1704,10.3,564,64.48,1.18,0.77,,,7.3,31.6,0
6.56,1849,5.4,318,62.85,1.69,2.01,27,17,17.1,7.3,0
8.89,921,0,269,56.51,1.89,2.75,23,6,0,22,0
8.64,956,0.7,167,64.79,0.78,2.29,,12,0,26,0
7.89,1279,16.1,385,76.9,2.87,2.01,,15,28.9,10.3,0
7.72,1478,8.9,466,19.54,1.54,0.75,19,11,14,20.9,0
7.56,790,4.3,522,49.22,2.14,2.94,27,10,6.1,15.6,0
5.56,1851,1.7,441,38.43,3.71,3.11,,11,3.7,22,0
10.37,1451,7.5,223,72.25,1.73,2.29,32,14,7.5,29.8,0
5.59,2284,6.6,583,41.11,1.31,1.92,30,8,10.7,11.1,0
8.38,1943,4.7,583,43.77,1.46,0.95,0,0,9.5,9.5,1
6.78,1537,3.1,34,61.77,2.94,3.73,26,16,12.3,10.8,0
5.95,1520,5.6,441,50.88,3.09,0,32,8,0,4.7,0
8.11,2207,7.1,773,67.3,3.08,4.56,32,8,1.3,15,0
10.05,1834,6.5,434,54.39,3.57,1.9,46,6,5.1,13.7,0
4.17,1593,8.1,405,52.83,1.64,1.46,32,8,0.5,11.6,0
9.65,2654,4.4,232,10.93,3.28,2.87,31,10,12.5,25.3,0
4.4,1115,6.2,571,32.7,1.58,5.54,28,9,21.9,9.4,0
10.14,1848,2.1,251,20.36,1.32,1.07,29,16,8.9,26.6,0
6.44,830,0,554,51.53,1.23,2.16,30,10,28,10.5,0
8.37,1924,4.7,577,43.77,1.46,0.97,0,0,10,9.5,1
6.24,826,8,234,59.47,2.12,4.03,27,12,8.1,1.7,0
7.65,322,0.4,108,16.24,0.53,0.1,0,0,1,0.5,0
8.34,1970,4.8,571,43.62,1.44,0.94,0,,9.8,9.5,1
4.2,1861,1.7,639,18.88,1.69,2.76,33,,13.8,9.4,0
7.72,220,0.6,109,6.49,0.35,0.13,0,,0.3,1.9,0
8.37,1960,4.9,599,44.06,1.46,0.93,0,0,9.3,9.2,1
7.28,229,0.8,122,15.48,0.49,0.06,0,0,0.9,2.8,1
4.92,1621,7.8,386,46.26,1.32,0.75,31,,7.2,26.5,0
9.45,1711,7.7,373,23.52,2.13,0,21,10,6.6,9.8,0
8.37,1937,4.9,590,45,1.46,0.96,0,0,9.4,9.5,1
8.36,1927,4.9,585,43.99,1.47,0.96,0,0,9.8,9.5,1
8.46,1970,4.9,600,43.96,1.45,0.94,,0,9.8,9.8,1
8.94,1907,7.9,172,51.25,2.41,3.32,40,,8.8,16.1,0
3.49,885,8.6,298,4.07,1.75,2.75,27,4,24.5,25.2,0
6.38,2426,0,239,53.12,1.42,2.17,43,19,20.6,17.9,0
8.23,2033,7.2,336,43.48,2.2,1.64,27,8,33.9,14.6,0
10.31,2160,4.4,301,38.49,1.54,0.77,25,12,17,9.7,0
10.12,965,4.9,272,48.17,3.29,2.16,33,5,0,10.2,0
4.15,863,0.9,542,58.06,1.94,1.66,26,12,13.8,34.6,0
7.98,1259,2.9,502,48.55,2.68,0,32,4,17.5,12.5,0
8.5,1944,4.7,571,44.16,1.46,0.98,0,0,9.1,9.5,1
2.49,842,2.4,229,35.11,1.37,1.76,45,8,14.2,28,0
4.82,685,1.4,519,31.6,2.25,5.94,23,13,14.3,20.5,0
8.35,1319,2,261,57.29,2.6,2.6,26,12,0,7.5,0
11.59,2820,8.3,383,59.74,3.47,5.11,36,14,0.7,0,0
8.45,1951,5,597,43.91,1.44,0.93,0,0,9.3,9.8,1
3.4,1159,6,461,50.22,0.79,0.55,30,7,15.3,35.2,0
4.44,769,8.6,615,30.55,1.12,3.4,36,8,18.7,8,0
6.55,2189,6.7,380,31.58,1.67,1.82,41,13,29.7,31.8,0
8.36,1954,4.4,571,43.58,1.43,0.98,0,0,9.4,9.6,1
8.42,1970,4.7,590,44.21,1.48,0.97,0,0,9.5,9.5,1
8.43,1763,4.8,631,40.56,1.81,1.43,27,8,11.3,27,0
10.88,941,4,329,20.02,1.07,1.26,35,9,0,28.7,0
7.97,1404,7.7,462,57.48,2.18,0.16,33,11,14.7,18.4,0
7.38,2676,4,169,23.35,4.88,2.59,24,6,22.7,16.3,0
8.32,1978,5,574,43.86,1.45,0.92,0,0,9.3,9.2,1
7.36,1979,3.7,362,51.04,2.66,1.25,23,15,28,26.6,0
8.05,331,3.3,162,78.93,0,2.31,,7,20.8,26.3,0
6.89,1562,6.6,344,63.72,1.95,0.14,26,,0,9.9,0
7.54,196,0.3,102,5.37,0.26,0.1,0,0,2.2,3.4,1
8.36,1939,4.9,590,43.83,1.42,0.95,0,0,9.7,9.6,1
7.73,1436,4,770,35.61,2.21,3.75,38,11,39.9,6.3,0
8.33,1976,4.8,553,43.43,1.41,0.9,0,0,9,8.9,1
7.46,258,0.8,104,4.11,0.36,0,0,0,3.1,2.4,0
6.64,1323,6.8,531,43.6,1.29,2.03,31,8,16.9,0,0
9.65,2171,8.4,388,42.34,0.97,2.72,,14,17.6,20.2,0
11.45,1762,5.9,193,42.22,2.69,0.81,25,12,33,9.8,0
5.73,2394,12.1,28,58.15,2.98,2.62,23,11,20.4,29,0
11.38,723,8.9,434,69.21,0,1.11,32,11,8.3,0,0
7.05,1625,9.3,462,7.96,2.47,1.63,20,8,15.8,13.8,0
6.77,1541,2.2,469,28.55,2.76,1.54,30,8,41.2,26.4,0
6.13,1632,2.8,469,50.06,3.49,1.59,27,,20.1,6,0
13.63,447,1.7,513,58.79,0.52,1.8,29,,22.9,4.8,0
7.64,1988,7.6,481,31.49,1.91,1.37,35,7,14.1,14.3,0
8.37,1969,4.8,565,43.34,1.45,0.92,0,0,9.5,9.2,1
10.43,1433,4.8,582,46.73,0.93,2.49,25,8,18.3,17.1,0
6.27,1280,10,385,38.95,2.38,0,,,14.5,20.7,0
7.73,74,4.1,549,57.71,1.57,3.18,,4,15.7,7.1,0
1.88,1724,3.9,418,43.86,0.89,2.64,32,7,7.1,3.8,0
5.4,1425,6.4,273,62.6,4.12,2.41,,,14.4,19.5,0
7.61,154,0.6,117,0,0.47,0.13,0,0,1.8,0.9,1
7.26,2240,1,794,14.68,2.01,0.99,38,9,12.8,31.8,0
7.55,135,0,105,18.4,0.31,0.05,0,,2.7,1.7,1
5.77,1406,6.8,619,42.14,1.76,3.77,38,9,34.8,9.5,0
7.94,2085,6,331,23.03,2.04,0.49,29,4,17.4,18.2,0
7.78,1966,5,315,47.15,1.26,1.78,33,10,17.4,12,0
7.39,179,0.7,104,3.96,0.37,0.07,0,0,2.2,0.7,1
11.44,1948,3.2,350,72.55,1.19,0,24,10,16.7,31.8,0
7.71,137,0.4,65,14.81,0.39,0.12,0,0,2.1,1.8,1
7.6,211,0.6,78,4.71,0.32,0.05,0,0,1,2,1
8.34,1984,4.7,584,42.89,1.43,0.94,0,0,9.3,9.5,1
8.41,1963,4.8,583,43.12,1.44,0.96,0,0,9.2,9.6,1
7.59,1519,2.4,74,61.8,1.39,2.22,35,12,24.6,9.3,0
10.62,989,4.5,917,78.31,1.67,1.14,20,7,15,23.9,0
8.39,1936,4.9,573,43.42,1.45,0.9,0,0,9.6,9.9,1
6.26,1553,3.8,530,34.21,0.58,3.67,21,11,16,19.7,0
3.9,790,0,579,27.03,2.33,1.32,19,13,8.3,25.8,0
6.64,2523,4.7,638,44.01,0.72,3.36,29,9,20.8,9.2,0
6.14,1548,0.1,450,26.13,2.22,1.05,26,,0,12.1,0
6.63,2252,4,350,75.35,3.11,2.05,32,7,27,31.9,0
2.25,664,12.2,492,38.46,2.99,3.04,34,12,13.6,13.2,0
4.82,2045,4.9,250,46.88,1.04,0.91,,14,4.1,32.2,0
8.41,1897,4.9,576,43.77,1.45,0.97,0,0,9.5,9.4,1
3.49,92,0,0,28.16,3.05,1.16,34,9,0,8.2,0
8.56,2254,12,702,0,1.2,2.15,27,13,14.1,1.2,0
6.99,2001,8.3,380,32.36,1.85,1.8,30,11,0,15.2,0
8.46,1963,4.9,582,43.81,1.43,0.93,0,0,9.3,9.6,1
9.34,1317,0,160,63.84,1.89,2.02,31,13,32.4,11,0
7.3,160,0.7,59,5.29,0.55,0.06,0,0,1.4,1.7,1
8.1,2110,4.7,327,7.43,2.98,0,23,,10.2,17.3,0
3.86,2529,5.7,356,65.39,1.56,0,28,6,0,7.3,0
10.14,1435,1.6,674,52.99,1.09,3.02,29,12,2,24,0
3.94,1956,10.6,454,48.1,3,2.86,28,8,17.7,3.3,0
10.1,1951,6.5,231,62.5,2.17,0.97,22,9,0,2.7,0
4.43,693,7.8,268,46.21,3.03,2.29,34,10,0,10.7,0
7.77,1187,6.5,558,26.58,2.18,0.95,,7,17.7,17.8,0
7.25,1225,8.5,401,72.36,3.68,1.01,30,8,16,5.2,0
8.4,1939,4.7,578,43.74,1.48,0.94,0,0,9.5,9.7,1
8.42,1913,4.8,566,43.96,1.44,0.95,0,0,9.7,9.5,1
8.43,1973,4.8,577,43.23,1.5,0.97,0,0,9.6,9.8,1
8.44,1910,4.9,575,43.56,1.46,0.99,0,0,9.6,9.4,1
7.71,139,0.4,132,0.29,0.42,0.06,0,0,1.6,2.9,1
9.88,1893,5.4,526,57.94,3.57,1.42,25,12,24.3,20.8,0
2.75,1562,10.4,604,15.97,3.58,1.66,26,5,18.1,3.8,0
5.35,2006,0,343,23.5,1.9,0.9,34,8,6.1,2.5,0
8.5,1935,4.8,585,44.3,1.42,0.93,0,,9.6,9.3,1
6.29,2471,0,950,79.05,1.28,1.4,32,7,29.9,12.1,0
7.08,2470,9.7,698,23.58,2.04,1.68,27,9,12.8,18.4,0
3.99,1631,0.3,440,28.42,2.51,0.96,35,11,20,2.6,0
5.94,745,0,292,53.46,2.83,2.92,33,,0,23.3,0
8.43,964,6.9,777,78.15,1.02,2.09,25,11,16.4,10.6,0
8.4,1931,4.9,575,43.79,1.44,0.95,0,0,9.5,9.6,1
8.37,1931,4.7,585,43.85,1.45,0.95,0,0,9.7,9.9,1
8.41,1952,4.9,562,44.14,1.46,0.93,,0,9.4,9.7,1
6.13,2377,2.1,524,38.44,0.2,3.09,27,11,33,28.6,0
10.67,2174,8.8,314,28.77,1.31,0,32,18,14.7,8.2,0
12.18,1355,4,171,54.66,2.83,0.93,40,17,23,4.1,0
7.15,147,0.5,105,8.7,0.24,0.09,,0,1.5,2.7,0
3.02,1911,2.5,630,32.87,3.15,4.53,27,4,11.8,10.1,0
7.75,238,0.9,70,17.44,0.28,0.13,0,0,2.4,2.6,1
8.44,1936,4.8,576,44.09,1.42,0.94,0,0,9.1,9.2,1
6.5,2030,6,739,64.18,1.55,0.05,26,8,10.5,4.2,0
8.15,1204,9.6,434,78.59,0.86,2.89,31,8,10.6,15.6,0
3.6,962,12.4,290,46.01,2.66,3.65,24,10,10.8,6.5,0
7.86,969,5.6,621,39.16,0,2.33,,9,29.1,7.4,0
7.56,2249,7.3,404,73.78,2.05,5.1,24,11,14.1,12.6,0
6.87,2035,12.7,414,52.87,0,4.24,37,18,4,22.5,0
6.69,1228,10.4,407,44.22,2.29,2.47,24,,8.4,19.1,0
7.44,917,0,681,109.67,2.75,1.74,,16,27.5,0,0
4.76,1706,7.6,596,3.12,2.2,1.42,32,13,7.3,0,0
7.84,1923,5.4,496,53.19,0,4.71,,6,13.9,15.6,0
7.4,293,0.3,104,23.94,0.42,0.09,0,0,2.3,0.5,1
3.73,1339,1.7,491,33.13,1.95,0.88,32,11,4.1,28.8,0
9.19,984,3.5,557,33.42,2.2,2.05,,10,6.9,0,0
5.45,1793,12.3,553,57.81,0,3.24,22,10,4,2.2,0
3.3,1090,5.2,395,34.18,0.88,2.01,26,14,17.1,0.6,0
8.47,1796,6.6,478,24.57,0.86,1.38,30,,10.2,14,0
9.27,1956,3.4,155,63.14,2.76,0.42,23,8,20.4,3.9,0
8.41,1960,4.9,578,43.44,1.44,0.94,0,0,9.3,10,1
7.2,1841,3.2,368,79.25,0.68,4.19,31,0,0,14.6,0
10.79,2385,5.4,524,46.56,1.64,1.89,30,13,0,25.3,0
6.01,1516,8.7,520,60.4,2.75,0,37,6,12.9,22.6,0
8.38,1959,4.7,576,43.77,1.44,0.95,0,0,9.3,9.6,1
7.69,1560,0.4,621,23.41,2.33,3.22,40,8,8.9,23.5,0
8.56,2177,4.8,431,78.55,1.29,0.5,26,13,1.8,3.8,0
11.23,998,0,604,24.13,2.88,2.76,33,8,0,14.5,0
6.12,1418,4.3,339,40.89,2.8,4.51,31,10,0,18.3,0
7.29,1613,5.3,625,60.6,3.65,2.92,,11,1.7,7.2,0
5.86,2117,7.5,405,55.23,2.16,1.53,28,6,16.7,9.3,0
7.39,2097,8.5,434,71.71,1.87,0,23,10,21.9,0,0
8.46,1966,4.8,576,43.4,1.45,0.97,0,0,9.7,9.5,1
5.76,123,9.1,607,37.37,1.33,5.31,33,11,20,24.8,0
6.07,1883,0.7,309,60.64,2.29,1.38,18,9,16.8,4.4,0
1.37,792,7.3,823,51.27,2.14,0.29,28,7,10.4,36.8,0
8.41,1512,2.6,208,52.7,2.9,2.16,37,10,5.2,4.4,0
13,673,11.6,584,30.74,3,2.49,32,13,18.4,0,0
8.26,1935,4.6,571,44.41,1.46,0.95,,0,9.2,9.6,1
6.08,2146,2.9,214,47.06,1.34,1.43,26,12,4.9,27.8,0
10.49,489,5.9,878,46.91,0.15,0,30,11,13.5,19.5,0
6.45,1348,6.2,545,58.91,3.41,0.91,26,10,26.2,16.5,0
8.41,1956,4.8,576,44.01,1.46,0.95,0,0,9.6,9.8,1
8.4,1973,4.8,572,44.45,1.43,0.93,0,0,9.4,9.6,1
5.62,1067,5.8,154,24.68,3.37,1.02,24,15,21.9,9.4,0
8.75,2577,4.7,81,3.99,2.25,4.32,30,11,0,23.3,0
5.93,2339,4.2,0,63.42,2.04,4.94,14,,21,10.2,0
11.34,1356,2.1,706,66.71,2.27,2.64,,9,7.5,0.4,0
4.76,730,5.8,185,30.79,2.04,1.72,32,,0,19.3,0
5.54,1798,10.8,784,33.29,4.73,4.42,27,14,9,4.9,0
8.39,1959,4.9,582,44.99,1.44,0.94,0,0,9.6,9.6,1
6.38,1138,1.9,452,37.21,1.45,2.94,26,8,10.8,33,0
7.6,2632,8.3,368,46.16,3.27,2.19,33,10,8.8,30.8,0
7.45,149,0.4,124,9.73,0.37,0.05,,0,3.6,0.8,1
5.47,1000,8.7,456,43.43,3.58,2.41,26,9,19.2,20.4,0
8.84,1806,9.5,509,55.12,1.77,4.54,31,7,24.5,20.5,0
11.06,1219,9.6,211,62.53,2.07,1.06,30,12,10.2,6.6,0
8.45,1940,4.7,577,44.25,1.45,0.97,0,0,10,9.6,1
7.53,167,0.5,132,3.37,0.45,0.07,0,0,0.5,3.4,1
10.02,0,3.8,728,32.18,2.09,1.32,28,16,16.9,13.9,0
4.55,848,11.4,356,31.26,1.59,0.12,24,13,32,13.4,0
8.3,1547,4.9,292,52.65,3.29,3.56,20,14,7.3,21.4,0
7.84,228,0.4,86,14.13,0.42,0.08,0,0,1.1,2.3,1
6.2,1804,8.1,834,8.9,2.79,1.08,24,,14.1,10.5,0
5.56,1530,2.1,319,57.1,2.53,5.48,35,8,19.6,0,0
6.68,1434,1.8,318,26.37,2.44,1.37,31,7,15,14.4,0
8.49,1930,4.8,584,44,1.46,0.95,0,0,9.2,9.3,1
4.82,2056,12.4,703,59.21,1.99,1.18,31,9,18.8,6.9,0
6.77,2495,8.2,429,58.96,2.29,0,21,,22.3,6.4,0
8.44,1945,4.6,597,44.8,1.48,0.94,0,0,9.5,9.7,1
1.94,1794,5.7,718,0.82,3,2.09,29,11,6.1,28.9,0
5.5,2885,7.4,571,35.18,2.13,3.78,27,17,26.8,17.1,0
7.66,266,0.8,109,7.5,0.46,0.11,0,0,3.2,1.8,1
4.95,2060,3.2,479,6.58,3.02,0.95,37,10,18.2,18.7,0
6.84,2038,8.9,292,26.21,1.47,3.14,,12,1.5,9.7,0
3.6,1148,7.4,131,63.61,1.51,2.53,,,14.5,20.4,0
7.44,1440,0.7,246,43.09,1.17,1.74,32,,21.3,5.2,0
5.64,1704,10.5,361,53.91,1.04,1.22,31,8,19.6,9.4,0
5.27,1596,1.9,341,49.23,1.64,1.41,32,8,13.1,9.6,0
8.37,1955,4.7,572,44.06,1.45,0.97,0,0,9.7,9.4,1
5.56,1940,6.2,341,41.5,2.95,2.35,31,11,0.3,19.9,0
7.96,2379,5.2,109,84.73,2.91,0.1,24,9,34.4,8.6,0
8.4,1947,4.8,567,44.09,1.46,0.95,0,0,9.3,9.5,1
6.24,1042,3,371,62.11,1.41,1.59,31,8,7.5,13.6,0
8.47,1969,4.8,583,43.67,1.48,0.92,0,0,9.2,9.1,1
