pH,TDS_mg_L,Turbidity_NTU,Hardness_mg_L,Nitrates_mg_L,Fluoride_mg_L,Iron_mg_L,Total_Coliform_MPN,Ecoli_MPN,Lead_ppb,Arsenic_ppb,potable_label
6.92,383.0,0.4,156.0,14.61,0.73,0.23,0.0,0.0,2.0,3.5,1
5.47,953.0,2.8,413.0,55.31,0.82,2.2,25.0,7.0,5.6,14.1,0
7.36,369.0,0.8,169.0,20.95,0.58,0.31,0.0,0.0,1.6,0.2,1
7.03,1029.0,4.6,380.0,13.1,3.37,0.89,11.0,6.0,8.0,2.4,0
8.46,993.0,8.2,246.0,45.39,1.7,3.22,24.0,8.0,19.3,14.8,0
8.69,813.0,7.7,588.0,48.85,1.25,0.77,23.0,6.0,13.4,10.3,0
3.72,729.0,0.0,380.0,61.75,1.47,0.52,12.0,9.0,14.2,14.3,0
8.74,1055.0,1.9,75.0,35.36,0.76,1.55,15.0,4.0,18.6,19.1,0
9.19,711.0,5.7,437.0,37.6,1.33,1.53,17.0,9.0,13.6,8.4,0
8.63,1825.0,1.1,343.0,66.03,1.11,1.69,13.0,9.0,14.5,27.1,0
7.08,236.0,1.7,188.0,13.54,0.51,0.16,0.0,0.0,3.6,1.0,1
7.64,458.0,0.5,182.0,25.95,0.44,0.23,0.0,0.0,2.7,3.3,1
7.41,326.0,1.1,184.0,15.51,0.55,0.39,0.0,0.0,0.7,2.6,1
8.96,320.0,2.8,165.0,44.36,2.02,0.0,18.0,11.0,5.7,10.6,0
4.64,761.0,4.9,223.0,41.12,2.41,1.63,23.0,11.0,12.9,14.8,0
8.88,662.0,6.2,307.0,17.52,2.31,0.65,16.0,6.0,4.1,18.6,0
7.68,443.0,3.3,246.0,42.24,2.94,0.89,21.0,10.0,13.4,16.1,0
7.85,1134.0,8.2,405.0,17.36,0.31,2.03,19.0,6.0,6.5,13.8,0
8.63,1050.0,10.3,328.0,43.82,2.3,1.75,15.0,8.0,7.5,5.2,0
7.82,407.0,1.3,170.0,16.49,0.59,0.2,0.0,0.0,0.4,3.5,1
7.34,1960.0,6.5,407.0,41.21,2.14,1.59,17.0,7.0,16.1,17.1,0
4.3,986.0,6.3,245.0,56.89,0.64,1.07,21.0,5.0,21.0,8.2,0
7.42,278.0,0.4,144.0,17.55,0.64,0.35,0.0,0.0,6.0,3.7,1
3.54,1411.0,3.2,303.0,44.6,1.26,0.65,22.0,5.0,5.1,6.1,0
3.6,1216.0,6.3,171.0,58.96,1.21,1.76,22.0,14.0,5.9,15.5,0
7.62,229.0,1.7,142.0,20.37,0.73,0.18,0.0,0.0,3.0,3.9,1
7.31,100.0,1.6,119.0,4.39,0.43,0.22,0.0,0.0,2.6,3.4,1
7.86,0.0,0.7,149.0,17.2,1.07,0.18,0.0,,2.2,4.5,1
7.25,219.0,1.8,114.0,20.0,0.62,0.07,0.0,0.0,3.1,0.0,1
4.7,1082.0,1.2,467.0,29.76,2.51,1.7,17.0,6.0,1.7,11.3,0
11.23,908.0,3.5,101.0,23.89,0.74,0.56,22.0,7.0,15.7,5.1,0
6.27,872.0,3.2,191.0,29.28,1.61,1.38,18.0,8.0,16.7,13.7,0
5.87,1330.0,5.2,35.0,40.1,1.86,1.63,20.0,4.0,4.9,12.2,0
6.75,630.0,0.2,158.0,42.49,1.57,1.33,15.0,7.0,19.6,13.5,0
6.26,698.0,5.6,397.0,62.48,1.24,2.32,24.0,12.0,7.2,7.4,0
6.37,1029.0,2.5,612.0,61.71,1.39,0.47,15.0,9.0,6.4,23.4,0
5.33,655.0,4.8,684.0,41.81,1.71,1.52,19.0,7.0,9.4,19.8,1
6.27,362.0,3.4,392.0,37.92,2.87,2.07,20.0,3.0,20.5,22.7,0
1.73,1554.0,8.0,496.0,47.44,0.91,2.95,14.0,14.0,0.8,26.1,0
7.52,291.0,1.7,162.0,19.38,0.6,0.44,0.0,0.0,1.7,2.1,1
10.45,941.0,8.6,557.0,61.26,0.59,0.18,20.0,9.0,15.6,8.1,0
7.73,301.0,3.0,132.0,11.98,0.32,0.13,0.0,0.0,4.1,3.5,1
6.39,1347.0,7.0,175.0,36.55,2.36,2.07,15.0,9.0,3.0,9.9,0
7.43,1148.0,7.0,645.0,31.73,2.72,0.0,28.0,5.0,4.2,0.0,0
7.2,149.0,1.1,146.0,31.47,1.02,0.27,0.0,0.0,3.9,3.6,1
3.29,1147.0,4.4,378.0,37.08,2.25,1.98,20.0,8.0,6.9,19.4,0
9.23,1312.0,1.6,653.0,34.85,1.59,0.0,22.0,6.0,15.9,9.9,0
3.68,1483.0,8.2,474.0,53.28,0.57,1.51,24.0,11.0,13.9,14.0,0
7.22,443.0,2.2,82.0,28.0,0.38,0.25,0.0,0.0,2.5,1.4,1
6.02,1003.0,7.1,443.0,44.19,1.75,1.09,19.0,8.0,16.8,10.7,0
7.96,296.0,1.5,108.0,20.73,0.68,0.06,0.0,0.0,4.3,0.7,1
7.02,202.0,0.6,158.0,14.06,0.44,0.22,,0.0,2.8,5.9,1
7.28,399.0,0.9,158.0,17.0,0.61,0.22,0.0,0.0,1.1,4.7,1
6.87,583.0,6.1,555.0,37.44,1.78,2.24,22.0,6.0,12.4,7.3,0
7.49,1376.0,7.7,295.0,59.6,1.08,1.72,19.0,,18.2,14.5,0
7.86,330.0,1.3,163.0,24.38,0.61,0.32,,,2.4,4.3,1
5.26,586.0,6.3,16.0,41.02,3.24,1.32,19.0,8.0,17.2,12.1,0
9.39,1709.0,4.4,451.0,57.97,1.72,1.09,21.0,6.0,16.6,19.1,0
9.96,1245.0,1.7,562.0,26.82,2.5,1.13,21.0,8.0,18.3,1.9,0
2.2,1010.0,7.0,710.0,13.05,1.62,2.15,28.0,9.0,1.4,8.2,0
7.32,390.0,1.2,130.0,13.41,0.71,0.29,0.0,0.0,2.2,2.2,1
4.4,735.0,6.9,420.0,54.34,1.64,2.03,22.0,11.0,14.5,2.6,0
9.83,1739.0,8.9,138.0,11.33,2.7,1.57,25.0,12.0,16.3,12.2,0
8.45,1226.0,4.9,515.0,47.49,1.27,1.04,30.0,10.0,5.0,11.7,0
10.26,2124.0,7.7,421.0,50.34,1.12,2.02,23.0,3.0,13.8,1.7,0
7.59,207.0,0.4,187.0,33.78,0.74,2.04,0.0,0.0,4.9,1.3,0
9.99,1190.0,8.0,366.0,58.41,1.02,0.0,24.0,,14.2,12.5,0
7.4,540.0,2.5,173.0,34.56,0.82,0.23,0.0,0.0,1.2,3.2,1
7.34,242.0,1.8,178.0,25.86,0.85,0.19,0.0,0.0,4.2,2.5,1
7.76,379.0,1.1,91.0,20.74,0.59,0.29,0.0,0.0,4.3,2.5,1
2.96,563.0,4.6,781.0,13.23,2.15,3.72,21.0,7.0,16.1,16.2,0
7.36,391.0,2.1,174.0,30.05,0.56,0.28,0.0,0.0,4.4,1.2,1
9.44,1108.0,3.1,570.0,15.0,2.59,0.86,23.0,8.0,14.1,8.0,0
7.79,806.0,8.4,398.0,45.83,1.97,2.25,22.0,3.0,7.8,14.7,0
7.54,1369.0,4.1,174.0,21.91,2.75,2.99,19.0,10.0,17.3,8.3,0
4.81,1193.0,4.9,307.0,32.26,1.6,2.39,18.0,8.0,22.5,11.0,0
7.39,252.0,1.9,168.0,19.09,0.69,0.26,0.0,0.0,2.4,3.2,1
9.08,1104.0,0.0,588.0,44.23,2.08,1.48,,7.0,17.6,16.4,0
4.76,1354.0,4.4,592.0,42.04,2.4,0.16,17.0,10.0,13.9,18.6,0
5.47,1237.0,6.9,0.0,17.78,2.82,2.0,11.0,7.0,18.7,11.6,0
7.6,272.0,1.2,93.0,16.53,0.63,0.27,0.0,0.0,3.3,2.8,1
8.56,1181.0,0.0,949.0,25.76,1.5,1.33,17.0,6.0,5.5,20.0,0
6.25,1492.0,1.3,408.0,72.02,2.35,1.18,25.0,8.0,13.3,12.4,0
3.04,505.0,5.1,248.0,69.44,1.83,0.49,26.0,10.0,6.8,2.7,0
6.98,150.0,0.9,152.0,16.68,0.48,0.22,0.0,0.0,3.6,4.0,0
7.52,942.0,6.6,598.0,33.76,0.84,0.0,25.0,6.0,11.5,7.0,0
7.43,144.0,2.1,409.0,60.87,2.26,2.89,,11.0,0.3,9.7,0
4.64,1045.0,1.6,578.0,21.3,0.74,2.17,20.0,3.0,11.0,5.0,0
7.88,709.0,3.3,190.0,26.51,0.71,2.01,20.0,7.0,13.3,16.7,0
7.66,149.0,2.4,135.0,20.83,0.74,0.22,0.0,0.0,2.2,2.5,1
7.05,151.0,1.2,101.0,31.61,1.04,0.22,0.0,0.0,3.5,6.4,1
4.8,882.0,5.4,235.0,55.66,1.45,0.0,25.0,5.0,12.9,26.8,0
5.24,570.0,1.3,111.0,29.09,2.33,0.96,,7.0,13.3,16.2,0
6.35,1287.0,2.3,444.0,41.54,2.51,2.03,24.0,,16.4,9.9,0
10.1,1066.0,5.8,610.0,31.06,2.2,2.08,25.0,11.0,5.5,13.6,0
7.64,697.0,0.4,544.0,48.36,1.57,1.6,19.0,10.0,13.0,3.7,0
3.25,879.0,7.7,444.0,65.39,2.03,1.39,16.0,8.0,8.6,16.9,0
7.36,515.0,6.6,437.0,35.2,2.79,0.0,18.0,2.0,9.7,3.6,0
7.43,1208.0,1.8,341.0,67.15,1.27,1.52,23.0,18.0,6.5,10.1,0
9.16,1768.0,8.9,679.0,11.66,1.37,0.61,23.0,8.0,10.5,11.9,0
7.36,201.0,2.2,141.0,22.81,0.56,0.07,0.0,0.0,0.0,4.2,1
6.93,918.0,1.0,634.0,37.02,1.92,1.86,21.0,11.0,9.1,16.0,0
7.97,155.0,0.3,81.0,15.83,0.96,0.07,0.0,0.0,3.1,3.6,1
7.73,1868.0,11.0,114.0,40.39,1.65,1.78,14.0,12.0,1.2,11.4,0
2.39,1056.0,3.5,458.0,58.22,1.75,1.92,22.0,10.0,6.9,20.1,0
7.61,555.0,3.2,353.0,58.91,1.15,1.87,17.0,10.0,16.0,0.5,0
7.49,354.0,0.7,208.0,27.93,0.96,0.16,0.0,,4.3,1.2,1
7.83,1665.0,5.4,154.0,42.75,2.08,2.03,14.0,10.0,14.5,7.2,0
8.86,791.0,4.2,347.0,58.34,0.98,1.68,22.0,,13.5,10.8,0
3.83,1033.0,5.9,369.0,54.83,3.27,1.1,15.0,5.0,2.6,8.8,0
5.09,659.0,4.6,448.0,31.12,2.23,1.39,33.0,7.0,11.4,6.1,0
7.64,361.0,1.1,155.0,14.18,0.61,0.15,0.0,0.0,4.3,5.2,1
5.58,421.0,10.7,389.0,30.02,2.31,0.36,19.0,10.0,5.5,22.6,0
5.18,1248.0,7.8,696.0,32.88,1.7,2.9,,10.0,15.5,18.5,0
5.47,1795.0,0.5,583.0,52.35,1.74,2.18,21.0,3.0,13.2,9.3,0
7.45,63.0,1.2,127.0,7.11,0.46,0.27,0.0,0.0,3.2,5.5,1
7.45,304.0,1.5,87.0,19.9,0.37,0.18,0.0,0.0,3.3,2.4,1
4.36,591.0,3.0,463.0,73.06,2.19,0.61,,14.0,13.7,12.4,0
7.5,307.0,1.0,158.0,16.9,0.98,0.21,0.0,0.0,3.5,2.9,1
6.69,1283.0,4.7,425.0,59.42,1.98,1.55,21.0,9.0,15.3,9.1,0
4.66,850.0,4.5,459.0,42.51,2.27,0.43,14.0,7.0,5.3,4.5,0
7.95,1117.0,7.3,342.0,30.74,1.95,1.12,21.0,16.0,6.7,8.0,0
8.36,0.0,1.4,593.0,67.57,2.27,1.48,,5.0,0.0,15.8,0
7.77,314.0,4.3,440.0,26.13,1.94,1.73,23.0,11.0,20.8,9.8,0
7.81,308.0,0.8,203.0,18.98,0.69,0.22,0.0,0.0,2.7,4.3,1
8.62,673.0,7.5,567.0,47.48,2.21,1.2,25.0,7.0,19.6,15.0,0
8.21,509.0,9.5,256.0,35.56,1.65,1.36,24.0,8.0,6.5,18.4,0
6.12,1277.0,5.4,231.0,58.94,1.61,0.12,24.0,12.0,19.4,10.4,0
8.1,1149.0,9.0,635.0,68.33,3.1,0.32,24.0,4.0,17.2,10.5,0
7.66,232.0,2.2,86.0,15.04,0.88,0.11,,0.0,3.0,1.0,1
4.7,380.0,9.8,566.0,14.75,1.93,1.63,16.0,3.0,14.3,10.7,0
5.78,336.0,6.6,502.0,26.0,1.48,0.0,22.0,4.0,14.3,12.0,0
9.18,550.0,4.2,324.0,72.22,2.62,0.0,18.0,7.0,5.4,3.5,0
7.02,941.0,2.9,289.0,66.75,2.76,3.01,23.0,8.0,6.9,19.0,0
8.14,770.0,10.3,634.0,64.68,1.4,3.08,19.0,4.0,6.4,6.6,0
7.19,1022.0,0.9,329.0,57.72,3.19,1.33,,9.0,10.4,10.3,0
10.1,546.0,4.1,410.0,31.82,2.19,0.68,19.0,7.0,3.2,6.1,0
8.45,234.0,6.5,473.0,42.49,2.82,3.1,18.0,5.0,19.8,0.0,0
7.83,1485.0,6.6,153.0,40.56,2.1,2.0,22.0,7.0,5.1,13.0,0
8.11,1082.0,5.4,481.0,47.3,3.04,2.64,15.0,,17.2,20.2,0
6.12,1608.0,5.1,521.0,41.3,1.31,2.3,,6.0,1.9,11.9,0
5.57,593.0,2.5,279.0,65.68,1.38,2.78,20.0,,7.2,22.9,0
3.76,820.0,5.1,405.0,47.66,0.61,1.69,22.0,7.0,23.5,18.4,0
8.69,1040.0,0.0,454.0,56.2,1.44,2.49,22.0,6.0,0.2,13.1,0
7.5,214.0,0.0,159.0,27.66,0.62,0.25,0.0,0.0,2.4,4.9,1
4.98,1193.0,8.0,0.0,39.2,1.94,0.0,20.0,9.0,15.9,19.9,0
10.14,1316.0,5.4,0.0,43.51,2.85,2.01,19.0,8.0,0.0,0.0,0
7.82,99.0,1.6,154.0,16.54,1.11,0.1,0.0,0.0,2.7,2.2,1
7.71,297.0,1.4,146.0,27.06,0.63,0.32,0.0,0.0,1.6,3.8,1
3.99,938.0,8.6,372.0,49.3,3.04,1.02,18.0,6.0,0.6,7.0,0
6.49,1783.0,7.0,433.0,63.48,3.55,1.36,15.0,6.0,8.5,10.0,0
7.06,200.0,1.8,121.0,12.8,0.7,0.23,0.0,0.0,4.4,5.1,1
8.3,1095.0,3.3,490.0,44.56,2.4,0.0,20.0,4.0,11.2,4.5,0
7.22,298.0,1.9,115.0,17.56,0.57,0.2,0.0,0.0,2.1,1.1,1
8.3,747.0,2.3,199.0,72.93,2.68,2.15,21.0,7.0,9.8,12.1,0
7.15,283.0,1.7,120.0,10.46,0.72,0.14,0.0,0.0,3.4,5.1,1
7.65,912.0,2.6,463.0,29.15,1.68,1.81,24.0,,0.0,7.4,0
6.07,919.0,9.5,526.0,32.93,1.18,3.7,16.0,9.0,4.3,8.0,0
4.49,1709.0,11.5,233.0,58.91,2.61,0.45,19.0,6.0,15.1,8.7,0
7.31,363.0,0.4,189.0,22.7,0.92,0.1,0.0,0.0,2.7,1.3,1
7.22,441.0,1.5,232.0,31.44,0.79,0.25,0.0,0.0,1.7,0.5,1
6.32,1376.0,0.5,448.0,55.05,2.06,2.1,16.0,14.0,23.6,17.6,0
8.42,760.0,3.5,95.0,40.56,1.28,0.38,,,13.8,12.7,0
6.83,1175.0,9.3,380.0,57.81,1.2,2.76,18.0,2.0,0.0,6.9,0
7.83,111.0,0.6,108.0,19.92,0.71,0.19,0.0,0.0,2.7,0.7,1
7.76,1059.0,4.2,472.0,54.83,2.56,2.44,16.0,7.0,6.7,23.8,0
7.02,67.0,2.6,137.0,12.83,0.49,0.25,0.0,0.0,4.6,6.4,1
6.72,527.0,3.3,137.0,13.92,0.7,0.24,0.0,0.0,1.6,1.9,1
8.99,1025.0,5.9,284.0,60.07,1.31,2.64,20.0,3.0,9.1,16.1,0
5.91,905.0,5.8,238.0,47.19,3.89,1.37,16.0,3.0,12.3,15.4,0
7.33,257.0,0.8,181.0,26.15,0.78,0.14,0.0,0.0,2.4,2.3,1
7.03,325.0,1.5,110.0,17.33,0.64,0.27,0.0,0.0,1.8,4.6,1
6.84,763.0,1.8,490.0,22.88,2.72,1.28,13.0,4.0,16.5,18.9,0
7.49,1535.0,4.0,190.0,35.42,1.46,2.12,20.0,9.0,4.6,13.4,0
7.82,982.0,1.8,549.0,61.49,2.87,2.77,14.0,8.0,13.4,9.5,0
6.17,786.0,7.8,133.0,27.24,1.51,2.13,25.0,10.0,14.5,16.7,0
7.66,360.0,1.7,127.0,21.01,1.07,0.33,0.0,0.0,1.5,4.1,1
9.13,870.0,5.5,333.0,35.46,1.18,3.12,19.0,,19.8,9.2,0
6.61,941.0,1.8,249.0,69.08,1.89,1.16,19.0,5.0,13.1,8.1,0
6.45,674.0,7.1,614.0,35.53,2.37,1.64,22.0,14.0,14.1,8.9,0
9.08,1946.0,9.6,473.0,68.62,0.54,1.04,27.0,10.0,13.6,15.5,0
7.76,1043.0,5.8,246.0,60.67,1.81,1.52,17.0,8.0,22.7,4.3,0
7.14,721.0,7.7,580.0,25.61,1.7,3.19,18.0,7.0,16.0,25.3,0
5.13,1046.0,5.9,431.0,47.09,3.32,0.89,21.0,,4.7,17.7,0
8.51,957.0,4.3,825.0,57.79,2.09,1.47,16.0,8.0,12.9,5.6,0
4.36,1419.0,8.5,782.0,43.47,3.18,1.46,18.0,2.0,6.4,17.0,0
9.6,1566.0,3.8,293.0,42.69,1.89,0.85,22.0,6.0,12.2,15.3,0
7.44,75.0,1.5,122.0,28.47,0.69,0.21,,,1.4,1.7,1
7.07,1149.0,2.0,591.0,32.77,1.34,1.3,19.0,10.0,15.0,8.3,0
8.12,737.0,0.3,446.0,48.71,2.74,1.92,,14.0,18.8,16.8,0
7.14,284.0,0.1,227.0,20.23,0.42,0.16,0.0,0.0,4.5,4.6,1
7.01,382.0,1.8,136.0,37.36,0.83,0.33,0.0,,0.0,2.8,1
4.44,1319.0,4.6,0.0,43.26,2.28,0.58,19.0,,6.7,14.2,0
5.74,304.0,5.6,657.0,30.75,2.28,2.57,,9.0,15.3,19.6,0
9.19,627.0,0.0,510.0,23.64,2.09,1.73,23.0,10.0,14.2,12.6,0
7.3,127.0,1.1,107.0,24.64,0.95,0.25,0.0,0.0,4.6,4.5,1
6.18,1151.0,4.1,350.0,22.14,2.32,0.0,,12.0,12.6,8.3,0
6.69,1360.0,5.9,415.0,37.23,2.97,1.83,12.0,6.0,7.3,6.2,0
7.7,277.0,0.3,129.0,15.79,0.87,0.25,0.0,,5.9,2.1,1
5.4,1119.0,9.3,373.0,34.42,1.47,2.33,21.0,6.0,15.2,6.3,0
7.25,495.0,2.6,213.0,16.78,0.74,0.0,,0.0,4.4,3.4,1
11.58,360.0,2.9,246.0,50.29,2.55,1.9,,5.0,13.4,3.1,0
7.25,709.0,4.5,503.0,67.97,2.72,2.29,24.0,9.0,12.5,23.9,0
5.62,1039.0,6.8,384.0,37.37,2.79,1.63,23.0,10.0,13.4,6.1,0
7.78,1288.0,9.1,120.0,54.77,2.57,1.31,18.0,6.0,5.9,8.2,0
8.23,1393.0,2.5,705.0,59.25,2.25,0.15,13.0,,11.9,15.1,0
4.73,1323.0,9.1,332.0,13.34,2.64,2.79,,12.0,13.9,13.7,0
8.85,1007.0,9.6,109.0,45.41,1.86,1.6,17.0,4.0,12.1,13.5,0
6.46,1137.0,7.1,526.0,32.89,3.29,0.78,17.0,11.0,4.7,1.8,0
7.94,272.0,2.6,116.0,15.58,0.8,0.3,0.0,0.0,3.4,1.7,1
3.88,1554.0,4.9,446.0,25.39,1.22,1.46,20.0,8.0,14.2,4.6,0
8.8,532.0,7.9,465.0,58.54,0.79,3.4,23.0,8.0,11.4,14.7,0
3.91,971.0,7.6,598.0,58.0,2.04,1.22,26.0,6.0,14.7,6.3,0
7.65,371.0,1.3,156.0,25.23,0.67,0.15,0.0,0.0,4.2,3.7,1
7.84,377.0,0.8,102.0,27.07,0.99,0.36,0.0,0.0,3.5,3.5,1
7.21,312.0,0.8,212.0,27.21,0.79,0.19,0.0,0.0,3.7,4.3,1
9.09,774.0,0.0,291.0,44.71,0.73,2.15,15.0,13.0,16.3,15.3,0
7.66,387.0,1.7,141.0,25.39,0.79,0.32,0.0,0.0,1.5,2.1,1
7.66,381.0,1.0,130.0,26.07,0.6,0.17,,0.0,4.2,1.3,1
7.46,357.0,0.9,154.0,9.39,0.62,0.13,,0.0,5.3,4.9,1
7.11,2532.0,4.8,275.0,38.74,1.58,0.0,24.0,4.0,13.8,10.6,0
8.41,1441.0,5.4,655.0,48.36,1.53,2.94,13.0,4.0,7.0,3.5,0
7.21,901.0,8.4,726.0,44.27,1.51,2.87,17.0,,20.9,16.3,0
8.57,891.0,1.9,578.0,65.01,1.17,1.08,19.0,9.0,12.9,4.2,0
7.32,168.0,1.6,50.0,16.02,0.5,0.28,0.0,,4.9,1.4,1
7.02,1582.0,3.3,160.0,35.93,2.48,3.02,16.0,11.0,13.4,13.9,0
6.83,1102.0,4.5,71.0,51.6,1.48,0.97,28.0,5.0,9.3,5.8,0
3.26,1887.0,6.5,465.0,44.27,3.29,1.27,8.0,,7.1,10.6,0
7.11,474.0,4.8,0.0,30.07,2.8,3.15,22.0,6.0,7.4,16.1,0
7.73,128.0,0.8,176.0,13.25,0.52,0.17,0.0,0.0,1.0,1.4,1
7.64,277.0,0.0,188.0,7.49,0.58,0.32,0.0,0.0,3.6,4.1,1
6.71,1184.0,0.9,530.0,58.47,2.34,2.37,12.0,8.0,19.2,15.4,0
6.89,1544.0,9.7,329.0,36.15,1.37,0.04,17.0,10.0,12.7,14.6,0
6.26,1546.0,1.5,481.0,29.83,0.78,1.63,18.0,10.0,6.4,3.0,0
10.73,752.0,5.7,303.0,55.43,2.04,0.17,18.0,5.0,9.9,18.8,0
8.06,1723.0,8.9,336.0,40.68,2.29,0.53,22.0,,17.2,0.0,0
6.63,668.0,2.0,378.0,44.39,0.15,0.33,18.0,3.0,23.1,10.7,0
6.69,571.0,0.9,151.0,17.15,0.93,0.1,0.0,0.0,1.2,5.6,1
7.99,283.0,1.8,76.0,17.01,0.8,0.15,0.0,0.0,3.0,3.3,1
7.0,266.0,1.6,172.0,24.76,0.64,0.29,0.0,,0.4,2.1,1
9.65,1239.0,2.9,368.0,39.71,0.0,3.23,19.0,10.0,24.5,7.4,0
10.48,588.0,2.9,109.0,43.77,1.64,2.01,19.0,7.0,10.1,10.4,0
6.83,1684.0,8.4,198.0,27.66,1.69,1.73,21.0,9.0,7.6,20.4,0
4.59,1104.0,7.2,461.0,61.58,1.36,1.7,18.0,9.0,17.2,19.8,0
7.09,281.0,0.8,131.0,24.45,1.03,0.28,0.0,0.0,3.6,3.3,1
12.16,924.0,2.2,1004.0,22.46,3.26,1.82,13.0,8.0,15.8,3.1,0
9.96,1041.0,11.0,0.0,38.71,1.66,1.03,,6.0,2.4,22.1,0
9.08,304.0,1.8,438.0,53.2,3.3,1.79,24.0,6.0,4.7,26.5,0
7.24,305.0,0.7,129.0,26.03,0.45,0.17,0.0,,4.0,4.1,1
7.27,459.0,1.2,70.0,17.74,0.76,0.11,0.0,,2.6,1.8,1
7.65,711.0,4.3,837.0,73.87,0.21,0.08,17.0,5.0,12.0,7.7,0
7.23,228.0,0.5,151.0,13.02,1.01,0.21,0.0,0.0,3.7,4.8,1
6.82,1721.0,6.1,563.0,48.39,0.57,0.56,19.0,12.0,12.1,10.2,0
7.29,892.0,4.7,97.0,41.69,0.53,1.1,30.0,10.0,15.8,19.5,0
8.01,1237.0,8.7,611.0,45.47,0.75,0.86,30.0,,15.3,5.0,0
9.51,1419.0,1.6,257.0,57.54,1.7,0.51,17.0,12.0,2.0,14.4,0
8.29,707.0,3.8,546.0,48.26,1.51,0.89,19.0,3.0,20.6,24.1,0
8.6,1192.0,8.8,301.0,40.05,1.78,2.84,18.0,8.0,15.7,14.0,0
10.26,910.0,9.1,281.0,52.69,2.32,1.44,,13.0,9.0,7.4,0
7.44,221.0,2.0,197.0,19.53,0.75,0.2,0.0,0.0,3.7,3.6,1
8.34,618.0,5.8,509.0,81.55,2.16,2.36,22.0,18.0,13.2,10.3,0
5.3,822.0,11.1,621.0,52.02,1.07,1.32,32.0,7.0,17.0,24.6,0
8.27,1200.0,10.2,483.0,63.96,1.76,1.16,14.0,12.0,4.8,8.2,0
10.33,393.0,10.5,605.0,55.38,1.82,1.88,21.0,14.0,19.3,6.2,0
8.74,1063.0,2.0,247.0,53.71,2.63,3.82,,9.0,12.4,11.6,0
7.72,784.0,7.6,115.0,67.47,2.24,2.68,,8.0,10.2,3.6,0
8.14,778.0,3.1,360.0,33.45,1.34,1.08,22.0,11.0,4.9,26.5,0
7.06,219.0,1.5,105.0,25.57,0.62,0.23,0.0,0.0,2.6,4.4,1
7.66,896.0,2.8,390.0,33.94,2.55,0.6,23.0,,14.4,11.5,0
7.01,1042.0,6.5,204.0,62.27,3.55,1.03,25.0,8.0,13.3,12.7,0
4.66,865.0,6.8,606.0,52.03,2.78,2.17,17.0,8.0,4.8,9.0,0
5.16,1696.0,7.7,73.0,56.11,1.94,0.96,16.0,16.0,4.9,10.9,0
7.44,318.0,1.3,129.0,11.88,1.05,0.15,0.0,0.0,3.2,3.2,1
7.33,317.0,1.0,183.0,30.33,1.0,0.29,0.0,,1.9,3.1,1
4.67,1419.0,6.3,325.0,14.83,2.39,0.91,21.0,12.0,12.8,13.5,0
7.49,1327.0,12.6,374.0,68.78,1.85,2.97,,11.0,13.6,19.3,0
7.31,1733.0,4.9,194.0,26.37,1.72,0.93,28.0,10.0,15.8,18.6,0
6.9,1611.0,1.7,292.0,31.04,2.24,0.35,18.0,8.0,9.9,9.5,0
7.91,973.0,4.3,755.0,38.57,2.07,0.0,23.0,12.0,24.4,20.7,0
9.56,1140.0,4.1,481.0,26.71,0.31,1.4,27.0,9.0,0.0,1.1,0
7.7,713.0,8.7,252.0,46.87,3.6,1.59,14.0,3.0,9.3,9.5,0
8.75,727.0,8.9,360.0,26.29,2.31,2.19,22.0,7.0,14.8,13.3,0
5.82,852.0,1.3,817.0,10.06,0.65,1.78,20.0,4.0,15.9,12.3,0
4.07,1167.0,1.1,520.0,13.58,0.29,2.14,12.0,9.0,23.4,8.9,0
7.41,810.0,7.5,397.0,58.68,0.93,0.88,21.0,8.0,0.9,9.6,0
9.27,1701.0,9.0,220.0,63.38,3.62,1.12,22.0,5.0,8.0,16.2,0
5.77,924.0,3.9,142.0,48.29,1.79,1.52,15.0,6.0,4.8,14.9,0
7.53,969.0,4.9,211.0,70.68,2.15,0.27,17.0,5.0,13.8,15.3,0
7.54,971.0,2.3,384.0,67.91,2.29,1.52,14.0,7.0,16.6,10.3,0
4.49,1102.0,7.2,371.0,48.17,0.5,0.54,27.0,9.0,8.7,20.7,0
5.61,1644.0,7.0,19.0,58.88,3.77,1.13,19.0,6.0,8.6,10.1,0
5.13,552.0,2.1,553.0,39.05,0.74,2.93,20.0,,8.7,8.9,0
7.61,1504.0,6.4,387.0,77.72,2.06,1.19,20.0,6.0,9.4,10.6,0
7.23,413.0,1.0,83.0,25.49,0.48,0.02,0.0,0.0,4.0,1.9,1
10.92,873.0,4.0,461.0,53.47,3.44,2.04,14.0,8.0,10.4,19.0,0
8.9,827.0,0.7,607.0,50.36,1.81,0.53,19.0,11.0,11.0,6.5,0
8.34,1951.0,7.0,399.0,49.04,2.83,2.94,22.0,3.0,12.5,16.4,0
1.58,1182.0,4.5,458.0,49.48,1.87,,17.0,9.0,10.9,0.9,0
6.38,1368.0,7.7,709.0,62.62,2.11,,18.0,5.0,9.7,14.2,0
4.99,1525.0,3.5,363.0,50.25,2.11,,20.0,4.0,7.7,17.6,0
7.26,413.0,3.2,158.0,10.97,0.9,,0.0,,5.7,2.2,1
4.37,241.0,3.9,352.0,43.1,0.39,,18.0,6.0,13.4,8.2,0
6.61,521.0,1.2,35.0,30.57,2.87,,16.0,14.0,15.7,13.3,0
